course_identifier,course_name,subject_code,subject_name,school_code,school_name,section,call_number,instructors,enrollment_count,enrollment_max,enrollment_status,days_times,mil_time_from,mil_time_to
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,009,11361,Marilyn Ivy,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,011,11365,David Scott,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,013,11362,Gina A Jae,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,014,11367,Nicholas Glastonbury,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,017,11354,Rosalind Morris,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,018,11355,John Pemberton,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,019,11356,Elizabeth Povinelli,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,023,11357,Kaya N Williams,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,024,11358,Paige West,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,025,11359,Lashaya Howie,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,026,11363,Camilla Sturm,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,027,11360,Brian Boyd,,5,O,,,
ANTHG9105,RESEARCH IN SPECIAL FIELDS,ANTH,,SAS,,028,11364,Zoe Crossland,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,001,10464,Brian Boyd,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,002,10465,Zoe Crossland,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,004,10468,Severin Fowles,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,005,10466,Hannah Chazin,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,006,11322,Laurel Kendall,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,007,10467,Camilla Sturm,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,008,11321,Cine Ostrow,,5,O,,,
ANTHG9102,RESEARCH IN ARCHAEOLOGY,ANTH,,SAS,,009,10469,Terence N D'Altroy,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,001,11320,David Scott,1,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,002,11307,Lila Abu-Lughod,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,003,11308,Vanessa L Agard-Jones,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,004,11309,Naor H Ben-Yehoyada,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,005,11310,Maria Jose De Abreu,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,008,11312,Marilyn Ivy,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,011,11311,Nicholas Glastonbury,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,016,17195,James Meador,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,017,11314,Rosalind Morris,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,018,11313,John Pemberton,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,019,11315,Elizabeth Povinelli,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,024,11316,Paige West,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,025,11319,Kaya N Williams,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,027,11317,Lashaya Howie,,5,O,,,
ANTHG9101,RSCH IN SOCIAL/CULTURAL ANTHRO,ANTH,,SAS,,028,11318,Madisson Whitman,,5,O,,,
ANTHG6653,Porous Bodies,ANTH,,SAS,,001,12321,Vanessa L Agard-Jones,2,14,O,R 12:10PM-2:00PM,12:10,14:00
ANTHV1012,INTERPRETATION OF CULTRE-DISC,ANTH,,SAS,,001,11476,,,30,O,,,
ANTHV1012,INTERPRETATION OF CULTRE-DISC,ANTH,,SAS,,002,11477,,,30,O,,,
ANTHV1012,INTERPRETATION OF CULTRE-DISC,ANTH,,SAS,,003,11478,,,30,O,,,
ANTHV1012,INTERPRETATION OF CULTRE-DISC,ANTH,,SAS,,004,11479,,,30,O,,,
ANTHG6602,QUESTIONS IN ANTHROPOLOGICAL THEORY II:,ANTH,,SAS,,001,11325,Elizabeth Povinelli,,6,O,T 4:10PM-6:00PM,16:10,18:00
ANTHG6365,EXHIBITION CULTURES,ANTH,,SAS,,001,10500,Laurel Kendall,12,12,F,T 2:10PM-4:00PM,14:10,16:00
ANTHG6293,SPECTERS OF ORGANIZED SUBVERSION,ANTH,,SAS,,001,11480,Naor H Ben-Yehoyada,11,18,O,M 2:10PM-4:00PM,14:10,16:00
ANTHG6227,Ethnographies at the End of the World,ANTH,,SAS,,001,10501,Nicholas Glastonbury,11,20,O,R 2:10PM-4:00PM,14:10,16:00
ANTHG6212,PRIN/APPL-SOC & CULTRL ANTHROP,ANTH,,SAS,,001,16495,Nicholas Glastonbury,,16,O,T 12:10PM-2:00PM,12:10,14:00
ANTHG6192,EXHIBITION PRAC-GLOBAL CONTEXT,ANTH,,SAS,,001,11481,Cine Ostrow,11,16,O,T 4:10PM-6:00PM,16:10,18:00
ANTHG6162,Contemporary Archaeological Theory,ANTH,,SAS,,001,11299,Hannah Chazin,1,15,O,T 10:10AM-12:00PM,10:10,12:00
ANTHG6155,RIGHTING WRONGS,ANTH,,SAS,,001,11826,David Scott,,15,O,T 10:10AM-12:00PM,10:10,12:00
ANTHG6153,The New Death,ANTH,,SAS,,001,16684,Lashaya Howie,8,12,O,T 12:10PM-2:00PM,12:10,14:00
ANTHG6075,Power and Technoaesthetics,ANTH,,SAS,,001,16301,Rosalind Morris,5,20,O,F 2:10PM-4:00PM,14:10,16:00
ANTHV1008,THE RISE OF CIVILIZATION,ANTH,,SAS,,001,16232,Clarence Gifford,120,120,F,TR 11:40AM-12:55PM,11:40,12:55
ANTHG6067,LANGUAGE AND ITS LIMITS,ANTH,,SAS,,001,11470,Elizabeth M Green,,15,O,R 2:10PM-4:00PM,14:10,16:00
ANTHG6055,SECOND YEAR DOCTORAL PROPOSAL SEMINAR,ANTH,,SAS,,001,10461,Paige West,4,10,O,T 12:10PM-2:00PM,12:10,14:00
ANTHG5555,From Ruins to Remains: Palestine & Archaeology,ANTH,,SAS,,001,16622,Brian Boyd,11,25,O,W 12:10PM-2:00PM,12:10,14:00
ANTHG5480,CRIT NATIVE/INDIGENOUS STUDIES,ANTH,,SAS,,001,18025,Audra Simpson,,15,O,F 12:10PM-2:00PM,12:10,14:00
ANTHW4653,Art beyond Aesthetics: Decolonizing approaches to representation,ANTH,,SAS,,001,11326,Elizabeth Povinelli,,20,O,T 2:10PM-4:00PM,14:10,16:00
ANTHW4529,Critical Area Studies: Overlapping Borderlands of Inner Northeast Asia,ANTH,,SAS,,001,17106,James Meador,5,25,O,M 12:10PM-2:00PM,12:10,14:00
ANTHW4346,LAB TECHNIQUES IN ARCHAEOLOGY,ANTH,,SAS,,001,13062,Zoe Crossland,6,18,O,F 10:00AM-1:00PM,10:00,13:00
ANTHW4177,Conversions and Coalitions,ANTH,,SAS,,001,16601,Catherine Fennell,,15,O,R 10:10AM-12:00PM,10:10,12:00
ANTHW4170,"Anthropology’s Clock: Time, Tense, Temporality",ANTH,,SAS,,001,16320,Amer N Ibrahim,15,15,F,M 12:10PM-2:00PM,12:10,14:00
ANTHG4078,MATERIALITY AND SEMIOTICS,ANTH,,SAS,,001,13029,Zoe Crossland,6,18,O,T 2:10PM-4:00PM,14:10,16:00
ANTHV1002,THE INTERPRETATION OF CULTURE,ANTH,,SAS,,001,11475,Naor H Ben-Yehoyada,50,120,O,MW 11:40AM-12:55PM,11:40,12:55
ANTHV3999,SENIOR THESIS SEM IN ANTHROPOL,ANTH,,SAS,,001,10497,Lila Abu-Lughod,5,10,O,W 10:10AM-12:00PM,10:10,12:00
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,001,11343,Nadia Abu El-Haj,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,002,11323,Lila Abu-Lughod,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,003,10462,Vanessa L Agard-Jones,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,004,11329,Naor H Ben-Yehoyada,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,005,11330,Brian Boyd,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,006,11331,Hannah Chazin,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,007,11332,Zoe Crossland,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,008,12632,Amer N Ibrahim,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,009,12633,Maria Jose De Abreu,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,010,11333,Nicholas Glastonbury,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,011,11339,Elizabeth M Green,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,012,11334,Marilyn Ivy,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,013,12634,Clare R Casey,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,017,11336,Severin Fowles,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,018,11335,Lashaya Howie,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,019,11337,Madisson Whitman,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,020,17194,James Meador,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,024,11338,Rosalind Morris,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,025,11340,John Pemberton,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,026,11341,Elizabeth Povinelli,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,027,11342,Camilla Sturm,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,030,11344,Paige West,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,031,11345,Kaya N Williams,,5,O,,,
ANTHW3998,SUPERVISED INDIVIDUAL RESEARCH,ANTH,,SAS,,038,11346,Gina A Jae,,5,O,,,
ANTHV3983,IDEAS/SOCIETY IN THE CARIBBEAN,ANTH,,SAS,,001,11814,David Scott,,15,O,W 10:10AM-12:00PM,10:10,12:00
ANTHV3947,"TEXT, MAGIC, PERFORMANCE",ANTH,,SAS,,001,10498,John Pemberton,15,15,F,M 2:10PM-4:00PM,14:10,16:00
ANTHV3939,ANIME EFFECT: JAPANESE MEDIA,ANTH,,SAS,,001,11300,Marilyn Ivy,11,15,O,M 2:10PM-4:00PM,14:10,16:00
ANTHV3880,LISTENINGS: AN ETHNOG OF SOUND,ANTH,,SAS,,001,10499,John Pemberton,10,12,O,T 2:10PM-4:00PM,14:10,16:00
ANTHV3811,TOXIC,ANTH,,SAS,,001,12316,Vanessa L Agard-Jones,1,14,O,W 12:10PM-2:00PM,12:10,14:00
ANTHW3733,Queer Science & Tech Studies,ANTH,,SAS,,001,16284,Madisson Whitman,6,15,O,W 10:10AM-12:00PM,10:10,12:00
ANTHW3604,As If: Anthropologies of the Future,ANTH,,SAS,,001,11301,Marilyn Ivy,15,15,F,T 4:10PM-6:00PM,16:10,18:00
ANTHC2972,"Unsettling Science: An Introduction to Science, Technology, and Society",ANTH,,SAS,,001,11302,Madisson Whitman,23,35,O,TR 4:10PM-5:25PM,16:10,17:25
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,001,11303,,,20,O,,,
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,002,11304,,,20,O,,,
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,003,11305,,,20,O,,,
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,004,11306,,,20,O,,,
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,005,12620,,,20,O,,,
ACLGV2029,THINK LIKE AN ARCHAEOLOGIST - DISC,ACLG,,SAS,,006,12624,,,20,O,,,
APMAE4008,Advanced and Applied Linear Algebra,APMA,,SEAS,,V01,16787,Yuan He,2,99,O,,,
APMAE4008,Advanced and Applied Linear Algebra,APMA,,SEAS,,001,12917,Yuan He,41,52,O,TR 10:10AM-11:25AM,10:10,11:25
APMAE3102,APPLIED MATHEMATICS II: PDE'S,APMA,,SEAS,,001,12913,Michael K Tippett,45,45,F,TR 1:10PM-2:25PM,13:10,14:25
APMAE2101,INTRO TO APPLIED MATHEMATICS,APMA,,SEAS,,001,12911,Yuan He,137,152,O,TR 1:10PM-2:25PM,13:10,14:25
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R01,12899,,17,30,O,F 2:40PM-3:30PM,14:40,15:30
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R02,12900,,27,30,O,R 4:10PM-5:00PM,16:10,17:00
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R03,12902,,11,30,O,F 10:10AM-11:00AM,10:10,11:00
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R04,12904,,22,30,O,R 4:10PM-5:00PM,16:10,17:00
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R05,12905,,14,30,O,R 5:10PM-6:00PM,17:10,18:00
APMAE2001,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,R06,12907,,29,30,O,R 11:40AM-12:30PM,11:40,12:30
APMAE2000,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,001,12897,Drew C Youngren,39,50,O,TR 8:40AM-9:55AM,08:40,09:55
APMAE2000,MULTV. CALC. FOR ENGI & APP SCI,APMA,,SEAS,,002,12898,Drew C Youngren,125,125,F,TR 1:10PM-2:25PM,13:10,14:25
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,001,17801,William Bailey,1,6,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,002,17770,Katayun Barmak,3,5,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,003,17776,Aravind Devarakonda,1,5,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,008,17771,James Im,3,5,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,009,17772,Chris A Marianetti,2,5,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,011,17773,Renata M Wentzcovitch,1,5,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,012,17774,Yuan Yang,1,8,O,,,
MSAEE9301,DOCTORAL RESEARCH,MSAE,,SEAS,,013,17775,Nanfang Yu,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,002,17800,Daniel Bienstock,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,005,17752,Liliana Borcea,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,006,17753,Aravind Devarakonda,2,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,007,17754,Qiang Du,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,008,17755,Alexander Gaeta,3,8,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,011,17756,Michal Lipson,3,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,012,17757,Chris A Marianetti,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,013,17758,Michael E Mauel,3,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,014,17759,Gerald A Navratil,,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,015,17760,Elizabeth Paul,4,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,016,17761,Carlos Paz Soldan,11,12,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,018,17762,Lorenzo M Polvani,2,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,019,17763,Kui Ren,4,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,020,17764,Steven A Sabbagh,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,021,17765,Adam H Sobel,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,022,17766,Marc W Spiegelman,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,025,17767,Michael I Weinstein,1,5,O,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,028,17768,Nanfang Yu,5,5,F,,,
APAME9301,DOCTORAL RESEARCH,APAM,,SEAS,,029,17769,Michele Simoncelli,2,5,O,,,
MSAEE6100,TRANSMISSION ELEC MICROSCOPY,MSAE,,SEAS,,001,13025,Katayun Barmak,,20,O,TR 2:40PM-3:55PM,14:40,15:55
MSAEE4215,MECH BEHAVIOR OF MATERIALS,MSAE,,SEAS,,V01,16670,William Bailey,,99,O,,,
MSAEE4215,MECH BEHAVIOR OF MATERIALS,MSAE,,SEAS,,001,13016,William Bailey,13,35,O,MW 10:10AM-11:25AM,10:10,11:25
MSAEE4203,THEORY CRYSTALL MAT: ELECTRONS,MSAE,,SEAS,,V01,16795,Chris A Marianetti,,99,O,,,
MSAEE4203,THEORY CRYSTALL MAT: ELECTRONS,MSAE,,SEAS,,001,13013,Chris A Marianetti,8,25,O,TR 1:10PM-2:25PM,13:10,14:25
MSAEE4202,KINETICS OF TRANSFORMATIONS,MSAE,,SEAS,,V01,16792,James Im,1,99,O,,,
MSAEE4202,KINETICS OF TRANSFORMATIONS,MSAE,,SEAS,,001,13009,James Im,18,25,O,W 4:10PM-6:40PM,16:10,18:40
MSAEE4201,MATERIALS THERMODYN/PHASE DIAG,MSAE,,SEAS,,V01,16668,Renata M Wentzcovitch,1,99,O,,,
MSAEE4201,MATERIALS THERMODYN/PHASE DIAG,MSAE,,SEAS,,001,13001,Renata M Wentzcovitch,5,20,O,TR 11:40AM-12:55PM,11:40,12:55
MSAEE4102,SYNTHESIS & PROCESSING OF MATERIALS,MSAE,,SEAS,,V01,18012,Siu-Wai Chan,,99,O,,,
MSAEE4102,SYNTHESIS & PROCESSING OF MATERIALS,MSAE,,SEAS,,001,13005,Siu-Wai Chan,19,25,O,TR 2:40PM-3:55PM,14:40,15:55
MSAEE4090,NANOTECHNOLOGY,MSAE,,SEAS,,V01,16667,Yuan Yang,,99,O,,,
MSAEE4090,NANOTECHNOLOGY,MSAE,,SEAS,,001,13006,Yuan Yang,24,35,O,MW 2:40PM-3:55PM,14:40,15:55
MSAEE3201,Materials Thermodynamics and Phase Diagrams,MSAE,,SEAS,,001,12997,Renata M Wentzcovitch,6,10,O,TR 11:40AM-12:55PM,11:40,12:55
MSAEE3157,DESIGN PROJECT,MSAE,,SEAS,,001,12992,Yuan Yang,4,10,O,,,
MSAEE3013,LABORATORY IN MATERIALS SCI II,MSAE,,SEAS,,001,12989,Ismail C Noyan,4,15,O,,,
APAME6650,RESEARCH PROJECT,APAM,,SEAS,,013,18059,Carlos Paz Soldan,,10,O,,,
APAME6650,RESEARCH PROJECT,APAM,,SEAS,,015,17802,Kui Ren,,8,O,,,
APPHE6335,RADIATION THERAPY PHYSICS,APPH,,SEAS,,001,10854,Cheng S Wuu,3,10,O,R 5:00PM-8:00PM,17:00,20:00
APPHE6330,DIAGNOSTIC RADIOLOGY PHYSICS,APPH,,SEAS,,001,10853,Boyu Peng,3,10,O,W 5:30PM-8:30PM,17:30,20:30
APPHE6319,CLIN NUCLEAR MEDICINE PHYSICS,APPH,,SEAS,,001,10852,Pat Zanzonico,3,10,O,T 5:30PM-8:00PM,17:30,20:00
APPHE6102,PLASMA PHYSICS II,APPH,,SEAS,,V01,16632,Carlos Paz Soldan,,99,O,,,
APPHE6102,PLASMA PHYSICS II,APPH,,SEAS,,001,12984,Carlos Paz Soldan,8,25,O,MW 1:10PM-2:25PM,13:10,14:25
APPHE4990,SPEC TOPICS IN APPLIED PHYSICS,APPH,,SEAS,,001,12981,Michele Simoncelli,10,30,O,MW 11:40AM-12:55PM,11:40,12:55
APPHE4550,MEDICAL PHYSICS SEMINAR,APPH,,SEAS,,001,10855,Cheng S Wuu,,10,O,M 9:00AM-10:15AM,09:00,10:15
APPHE4500,HEALTH PHYSICS,APPH,,SEAS,,001,10851,Peter Caracappa,3,10,O,M 5:30PM-8:00PM,17:30,20:00
APPHE4210,GEOPHYSICAL FLUID DYNAMICS,APPH,,SEAS,,001,16974,Dhruv Balwada,6,25,O,TR 8:40AM-9:55AM,08:40,09:55
APPHE4114,Quantum and Nonlinear Photonics,APPH,,SEAS,,001,12979,Alexander Gaeta,11,25,O,MW 10:10AM-11:25AM,10:10,11:25
APPHE4110,MODERN OPTICS,APPH,,SEAS,,V01,16672,Nanfang Yu,1,99,O,,,
APPHE4110,MODERN OPTICS,APPH,,SEAS,,001,12977,Nanfang Yu,18,30,O,TR 11:40AM-12:55PM,11:40,12:55
APAME4999,SUPERVISED INTERNSHIP,APAM,,SEAS,,001,18048,Kui Ren,,5,O,,,
APPHE4018,APPLIED PHYSICS LABORATORY,APPH,,SEAS,,001,12976,Aravind Devarakonda,20,25,O,,,
APPHE3900,UNDERGRAD RESRCH-APPLD PHYSICS,APPH,,SEAS,,011,18058,Carlos Paz Soldan,,10,O,,,
APPHE3300,APPLIED ELECTROMAGNETISM,APPH,,SEAS,,001,16707,Sherry Zhang,10,30,O,MW 10:10AM-11:25AM,10:10,11:25
APMAE4306,Applied Stochastic Analysis,APMA,,SEAS,,V01,17539,Liliana Borcea,1,99,O,,,
APMAE4306,Applied Stochastic Analysis,APMA,,SEAS,,001,12964,Liliana Borcea,35,35,F,MW 10:10AM-11:25AM,10:10,11:25
APMAE4302,METHODS IN COMPUTATIONAL SCI,APMA,,SEAS,,001,16727,Marc W Spiegelman,,10,O,TR 11:40AM-12:55PM,11:40,12:55
APMAE4301,NUMERICAL METHODS/PDE'S,APMA,,SEAS,,V01,16631,Qiang Du,3,99,O,,,
APMAE4301,NUMERICAL METHODS/PDE'S,APMA,,SEAS,,001,12953,Qiang Du,19,40,O,TR 10:10AM-11:25AM,10:10,11:25
APMAE4300,COMPUT MATH:INTRO-NUMERCL METH,APMA,,SEAS,,V01,16598,Kui Ren,1,99,O,,,
APMAE4300,COMPUT MATH:INTRO-NUMERCL METH,APMA,,SEAS,,001,12963,Kui Ren,65,85,O,MW 1:10PM-2:25PM,13:10,14:25
APMAE4200,PARTIAL DIFFERENTIAL EQUATIONS,APMA,,SEAS,,001,12923,Curtiss Lyman,38,52,O,TR 1:10PM-2:25PM,13:10,14:25
APMAE4150,APPLIED FUNCTIONAL ANALYSIS,APMA,,SEAS,,001,12921,Michael I Weinstein,22,30,O,MW 2:40PM-3:55PM,14:40,15:55
APMAE4101,APPL MATH III:DYNAMICAL SYSTMS,APMA,,SEAS,,001,12919,Xuenan Li,60,75,O,MW 8:40AM-9:55AM,08:40,09:55
APAME3999,UNDERGRADUATE FIELDWORK,APAM,,SEAS,,001,18057,Yuan Yang,,5,O,,,
APANK5450,CLOUD COMPUTING,APAN,,SPEC,,D01,13193,Mohamed Mneimneh,11,45,O,M 8:10PM-10:00PM,20:10,22:00
APANK5450,CLOUD COMPUTING,APAN,,SPEC,,002,13194,Mohsen Golalikhani,44,45,O,T 6:10PM-8:00PM,18:10,20:00
APANK5450,CLOUD COMPUTING,APAN,,SPEC,,003,13196,Sridhar Ravula,30,45,O,F 12:10PM-2:00PM,12:10,14:00
APANK5400,FUNDAMENTALS OF DATA ENGINEERING,APAN,,SPEC,,D01,13191,Robert Simione,20,45,O,W 6:10PM-8:00PM,18:10,20:00
APANK5400,FUNDAMENTALS OF DATA ENGINEERING,APAN,,SPEC,,002,13192,Amreeta Choudhury,32,45,O,R 6:10PM-8:00PM,18:10,20:00
APANK5310,SQL,APAN,,SPEC,,D01,13185,Nikolaos Machairas,18,40,O,W 8:10PM-10:00PM,20:10,22:00
APANK5310,SQL,APAN,,SPEC,,002,13190,Day Yi,42,43,O,T 8:10PM-10:00PM,20:10,22:00
APANK5300,RESEARCH DESIGN,APAN,,SPEC,,D01,13183,David Shilane,14,45,O,R 6:10PM-8:00PM,18:10,20:00
APANK5300,RESEARCH DESIGN,APAN,,SPEC,,002,13184,Siddhartha Dalal,5,45,O,T 8:10AM-10:00AM,08:10,10:00
APANK5210,PYTHON FOR DATA ANALYSIS,APAN,,SPEC,,D01,13182,Max Vilenchik,30,40,O,T 8:10PM-10:00PM,20:10,22:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,D01,13181,Zachary Kurtz,44,45,O,R 8:10PM-10:00PM,20:10,22:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,002,13174,Kitty K Chan,45,45,F,T 8:10AM-10:00AM,08:10,10:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,003,13175,Vishal Lala,43,45,O,T 8:10PM-10:00PM,20:10,22:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,004,13176,Birol Emir,45,45,F,W 6:10PM-8:00PM,18:10,20:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,005,13177,Andrew Assing,44,45,O,R 8:10PM-10:00PM,20:10,22:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,006,13178,Evgeniya Reshetnyak,32,45,O,M 6:10PM-8:00PM,18:10,20:00
APANK5205,APPLIED MACHINE LEARNING II,APAN,,SPEC,,007,13179,Adrian Heilbut,13,45,O,W 8:10PM-10:00PM,20:10,22:00
